DO_ID,F1,F2
DO_T02_0-7.5,1.44952580268684,0.13650487280393353
DO_T02_7.5-15,-0.36558781925952477,-1.6652488187764143
DO_T02_15-22.5,-0.30893427197175916,-0.8264941204790051
DO_T02_22.5-30,-0.015236116562851176,-0.0495471460373742
DO_T02_30-37.5,-0.4807186944749482,-0.254633964382303
DO_T02_37.5-45,-1.151679932593683,-0.6430274347225651
DO_T03_0-7.5,0.9546560182692598,-1.613033795997433
DO_T03_7.5-15,-0.1547229387875062,-1.0225434881335276
DO_T03_15-22.5,-0.5547684744701229,-1.4706043181741306
DO_T03_22.5-30,-0.29796924939055014,-0.37061762402489706
DO_T03_30-37.5,-0.4792889669108953,-0.01404289239780443
DO_T03_37.5-45,-0.9885243321221551,0.10902244729546284
DO_T04_0-7.5,2.8303374188241444,-0.00798822262554566
DO_T04_7.5-15,-0.09213205669653313,-1.0365327407748803
DO_T04_15-22.5,-1.179605933558252,-1.462293080577246
DO_T04_22.5-30,-0.8211651932664559,0.273440804634166
DO_T04_30-37.5,-0.7480171883543314,2.0382117739810344
DO_T04_37.5-45,-0.8998322429684793,1.6381304983794203
DO_T05_0-7.5,1.2404602387660055,-0.27290811714731006
DO_T05_7.5-15,-0.21119460008129387,-1.2482352721027659
DO_T05_15-22.5,-0.2186212088086963,-0.07937788791126543
DO_T05_22.5-30,-1.2677162724323376,-1.083654022455867
DO_T05_30-37.5,-0.6769840967688214,0.23945072446556637
DO_T05_37.5-45,-0.9811138609835603,0.4384619403565111
DO_T06_0-7.5,1.9828371270364116,-0.3131753312594334
DO_T06_7.5-15,0.2218243615418496,-0.18986849714049292
DO_T06_15-22.5,1.1566251049210345,2.857355985283334
DO_T06_22.5-30,-0.07550943008987343,1.1543847469299635
DO_T06_30-37.5,-0.8524122068319644,0.19326965176414435
DO_T06_37.5-45,0.3251580570817276,2.792340271863513
DO_T07_0-7.5,2.9154119013195228,0.26951159669243197
DO_T07_7.5-15,0.9784323497943833,0.3631790451812349
DO_T07_15-22.5,-0.15115494345186753,0.4902918303604691
DO_T07_22.5-30,0.0206680447046923,0.2954062326528588
DO_T07_30-37.5,-0.5855597327294684,0.3099296345975935
DO_T07_37.5-45,-0.5174866615479607,0.02493471777272316
